Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
M,26,149,131,2014-09-20 16:13:17.000,8.1
F,26,59,60,2014-09-20 12:16:39.000,9.7
M,45,59,130,2014-09-21 13:32:36.000,9.3
M,34,114,113,2014-09-22 20:29:08.000,16.0
M,64,148,125,2014-09-22 08:12:37.000,10.1
M,57,69,71,2014-09-23 15:02:36.220,3.0
M,33,102,119,2014-09-23 09:09:58.000,19.4
M,31,88,113,2014-09-23 09:55:22.000,11.6
M,44,49,6,2014-09-24 21:13:21.000,14.0
M,30,261,247,2014-09-24 08:41:03.000,7.1
M,55,118,15,2014-09-24 11:46:45.000,9.6
M,26,84,42,2014-09-25 21:39:49.000,10.5
M,34,211,241,2014-09-25 08:31:16.493,13.2
M,56,178,79,2014-09-26 16:45:35.970,5.5
F,23,182,137,2014-09-26 19:16:44.000,19.8
M,25,85,174,2014-09-26 14:09:55.000,4.2
F,66,80,71,2014-09-27 21:21:59.927,3.4
M,28,233,229,2014-09-27 12:55:05.000,5.9
F,40,27,27,2014-09-28 12:52:13.000,38.9
M,22,231,211,2014-09-29 09:01:18.000,3.3
M,53,98,1,2014-09-29 15:38:18.573,17.4
M,36,227,198,2014-09-30 14:50:06.000,5.2
M,32,253,29,2014-09-30 19:05:22.000,20.1
M,32,186,185,2014-09-30 15:56:03.000,3.8
M,34,4,4,2014-10-01 14:58:06.777,19.2
F,38,199,229,2014-10-01 19:54:49.000,19.4
M,30,19,90,2014-10-01 16:30:39.000,42.4
F,27,177,166,2014-10-02 15:46:45.000,5.4
F,29,143,26,2014-10-02 08:58:49.000,20.2
M,24,36,230,2014-10-02 10:25:00.000,16.4
F,20,53,68,2014-10-03 21:28:07.000,3.6
M,36,127,82,2014-10-03 08:10:52.000,14.4
M,29,29,9,2014-10-04 20:55:05.000,15.7
M,18,25,27,2014-10-05 15:10:18.747,11.4
M,22,192,195,2014-10-06 08:48:27.000,4.6
M,56,75,79,2014-10-06 17:39:30.193,3.4
M,24,29,20,2014-10-06 10:54:32.000,7.7
M,29,249,200,2014-10-07 16:02:13.767,10.2
F,28,160,19,2014-10-07 19:23:20.000,7.7
M,32,208,215,2014-10-07 13:44:53.000,6.5
M,34,98,257,2014-10-08 16:01:18.000,20.1
M,41,49,63,2014-10-08 19:02:23.693,4.2
M,30,246,252,2014-10-08 14:48:00.000,5.3
M,24,9,9,2014-10-09 21:19:32.930,7.2
M,26,240,217,2014-10-09 14:27:02.620,24.0
F,29,46,63,2014-10-10 16:30:08.757,8.3
M,25,269,138,2014-10-10 09:55:29.000,18.7
F,44,24,205,2014-10-10 14:57:28.000,18.6
F,38,38,165,2014-10-11 18:35:14.000,19.3
M,21,164,126,2014-10-12 20:16:26.000,25.1
M,24,112,96,2014-10-13 19:12:25.913,7.7
M,41,74,160,2014-10-13 20:56:35.000,17.9
M,28,87,91,2014-10-13 15:45:31.000,7.2
F,26,194,187,2014-10-14 15:19:09.000,18.8
M,36,161,151,2014-10-14 09:05:04.000,5.6
M,24,194,195,2014-10-14 14:28:41.000,10.2
M,29,271,41,2014-10-15 08:22:10.000,5.3
M,33,134,29,2014-10-15 15:19:25.000,19.2
M,54,64,63,2014-10-15 17:41:50.000,8.4
M,54,35,42,2014-10-16 15:53:08.000,4.3
M,56,28,195,2014-10-16 09:12:23.000,8.6
M,41,78,180,2014-10-16 12:24:03.633,4.5
M,29,258,28,2014-10-17 23:29:56.000,8.0
M,44,47,38,2014-10-17 08:16:59.000,4.2
F,20,141,141,2014-10-18 13:51:27.000,9.7
M,45,54,58,2014-10-19 16:12:50.000,39.3
M,33,46,64,2014-10-20 19:14:42.000,8.5
M,66,147,146,2014-10-20 12:52:32.000,4.3
M,68,124,68,2014-10-20 09:26:03.000,14.5
M,25,17,14,2014-10-21 10:05:44.000,3.9
F,25,79,146,2014-10-21 07:16:40.000,7.2
F,62,232,113,2014-10-22 09:21:13.000,28.2
M,29,34,174,2014-10-22 17:02:51.537,17.4
M,24,20,169,2014-10-22 19:37:46.410,17.9
M,24,218,206,2014-10-22 18:47:50.170,11.1
M,43,4,265,2014-10-23 18:54:20.727,18.8
M,60,78,187,2014-10-23 13:47:34.000,7.7
M,33,35,1,2014-10-24 13:05:52.960,7.4
M,31,231,221,2014-10-24 10:49:43.000,5.0
M,49,148,141,2014-10-24 15:45:01.470,16.2
M,45,261,37,2014-10-25 21:15:30.597,3.6
M,32,27,82,2014-10-26 12:15:47.000,23.7
F,24,242,134,2014-10-26 18:11:00.000,31.8
M,30,14,192,2014-10-27 22:19:58.130,11.0
M,35,197,219,2014-10-27 06:51:28.000,5.0
F,24,41,267,2014-10-28 23:08:35.000,12.1
F,27,221,197,2014-10-28 17:35:07.000,8.1
M,27,40,47,2014-10-28 08:19:18.000,2.2
M,30,194,99,2014-10-29 13:55:01.887,26.1
M,32,38,15,2014-10-29 08:10:32.000,5.7
M,37,134,262,2014-10-29 19:56:53.000,28.3
M,31,195,36,2014-10-30 19:58:05.253,11.3
M,41,144,188,2014-10-30 16:24:42.030,20.6
F,57,122,43,2014-10-30 08:29:02.000,9.1
M,30,149,159,2014-10-31 17:37:09.000,3.8
M,30,218,232,2014-10-31 16:05:17.000,16.2
M,35,152,150,2014-10-31 21:50:22.000,8.4
F,18,52,52,2014-11-01 22:25:08.000,3.3
F,31,123,146,2014-11-02 17:48:48.727,14.9
F,44,216,204,2014-11-03 14:43:31.000,4.3
F,28,180,16,2014-11-03 09:28:34.000,16.1
M,24,233,237,2014-11-03 18:33:58.000,3.2
M,25,41,246,2014-11-04 12:01:04.000,23.8
F,53,72,171,2014-11-04 18:48:04.000,8.1
M,48,88,91,2014-11-04 13:00:54.000,4.6
F,24,123,82,2014-11-05 12:23:35.000,12.4
M,40,54,38,2014-11-05 09:58:08.000,7.1
F,26,41,13,2014-11-05 20:27:59.000,14.4
M,36,175,79,2014-11-06 07:01:48.000,6.0
M,26,35,6,2014-11-06 10:46:32.740,5.0
M,28,23,158,2014-11-06 15:54:07.790,19.9
F,26,58,79,2014-11-07 21:18:51.000,4.8
F,28,183,30,2014-11-07 18:44:25.000,11.8
F,41,124,82,2014-11-07 11:45:34.597,10.1
M,49,113,96,2014-11-08 15:50:19.000,15.8
F,24,158,146,2014-11-08 12:59:39.000,10.8
M,38,10,116,2014-11-09 14:11:36.000,29.8
M,31,160,257,2014-11-10 18:20:52.877,7.4
F,37,140,98,2014-11-10 12:24:22.000,10.4
F,27,9,9,2014-11-11 15:28:45.837,4.5
M,39,270,272,2014-11-11 18:43:09.000,4.4
M,25,57,36,2014-11-11 09:33:59.000,4.5
M,46,119,113,2014-11-12 15:58:37.000,3.4
M,24,199,212,2014-11-12 19:28:19.340,8.9
M,30,235,205,2014-11-12 14:57:13.000,11.5
M,30,99,257,2014-11-13 15:27:51.000,16.8
M,24,33,178,2014-11-13 19:38:52.000,12.4
F,32,63,73,2014-11-13 15:31:06.380,36.1
M,37,266,270,2014-11-14 15:31:42.000,4.6
M,29,73,24,2014-11-14 09:44:59.000,12.9
F,40,91,87,2014-11-14 11:06:22.000,7.4
M,31,197,244,2014-11-15 13:39:18.357,4.8
M,24,160,18,2014-11-16 08:43:24.000,7.8
M,37,28,226,2014-11-17 11:31:04.000,7.2
M,33,46,142,2014-11-18 17:12:01.900,10.5
F,35,107,65,2014-11-18 09:58:26.000,10.2
M,39,27,43,2014-11-18 10:51:45.000,9.8
M,38,210,215,2014-11-19 14:55:11.000,4.5
M,35,41,263,2014-11-19 20:11:13.000,5.4
M,21,263,31,2014-11-19 18:36:14.000,12.1
M,22,14,31,2014-11-20 16:22:28.000,8.7
M,56,140,159,2014-11-20 09:32:49.000,7.3
F,45,60,84,2014-11-21 10:16:47.000,8.1
F,34,32,18,2014-11-21 18:40:04.703,8.8
M,23,96,85,2014-11-21 13:56:32.383,13.9
M,28,238,6,2014-11-22 00:01:35.630,14.4
F,29,74,178,2014-11-23 15:29:08.647,14.4
M,25,52,266,2014-11-24 18:07:00.000,13.0
M,24,46,74,2014-11-24 19:03:21.000,6.8
M,28,110,118,2014-11-24 08:19:22.000,10.2
M,28,206,241,2014-11-25 14:23:01.000,7.3
F,27,230,252,2014-11-25 14:11:25.000,10.3
M,51,270,10,2014-11-25 19:11:23.200,32.3
M,51,41,1,2014-11-26 12:38:57.000,11.7
M,39,44,38,2014-11-26 09:32:30.000,3.0
M,43,181,77,2014-11-26 18:09:12.000,1.9
M,41,6,95,2014-11-27 08:03:34.000,21.9
M,30,33,99,2014-11-27 20:09:17.000,10.2
F,51,21,25,2014-11-27 14:04:29.000,8.0
M,30,86,35,2014-11-28 19:24:07.000,6.6
M,27,154,246,2014-11-28 09:03:07.000,20.5
M,45,171,171,2014-11-29 14:54:04.603,19.9
M,51,24,45,2014-11-29 13:00:11.000,25.9
M,33,38,42,2014-11-30 14:30:40.000,33.4
F,39,231,237,2014-12-01 10:46:43.807,5.9
M,37,180,124,2014-12-01 12:38:33.837,15.7
M,41,10,174,2014-12-02 21:27:11.733,8.7
M,30,74,7,2014-12-02 19:58:29.697,15.0
F,40,24,28,2014-12-02 08:29:56.000,3.2
M,30,121,252,2014-12-03 17:33:18.000,12.9
M,21,64,160,2014-12-03 21:00:52.000,21.8
F,25,137,136,2014-12-03 13:54:23.000,6.8
F,26,228,26,2014-12-04 18:24:06.653,20.9
M,35,64,45,2014-12-04 19:16:56.000,4.4
M,33,201,29,2014-12-04 14:32:47.170,17.9
M,33,238,33,2014-12-05 16:25:50.000,13.5
M,33,258,234,2014-12-05 09:33:47.000,16.0
M,36,27,59,2014-12-05 11:59:53.000,13.2
M,28,117,256,2014-12-06 10:54:20.000,6.6
M,28,266,43,2014-12-07 10:39:45.000,7.1
F,24,255,18,2014-12-08 09:45:22.000,14.1
M,33,26,260,2014-12-08 15:02:59.000,4.8
M,39,246,246,2014-12-09 14:03:34.000,35.5
M,38,78,188,2014-12-09 21:27:09.437,14.2
M,29,182,88,2014-12-09 18:04:28.000,34.3
M,37,139,31,2014-12-10 15:46:44.000,7.8
F,31,56,39,2014-12-10 09:03:08.000,4.7
M,47,263,270,2014-12-10 14:43:40.000,3.6
M,33,33,269,2014-12-11 20:01:04.000,14.1
F,18,214,202,2014-12-11 14:34:37.000,4.0
F,28,207,27,2014-12-12 21:04:49.000,14.6
F,50,179,181,2014-12-12 18:18:05.000,6.8
M,45,112,55,2014-12-12 12:16:24.947,7.8
M,52,125,51,2014-12-13 13:54:18.750,9.4
M,25,230,213,2014-12-14 13:39:09.940,6.1
M,38,27,96,2014-12-15 20:23:52.000,11.4
M,30,75,128,2014-12-15 08:41:24.950,11.9
M,37,207,248,2014-12-16 18:31:03.000,6.5
M,46,39,239,2014-12-16 19:26:21.000,15.7
M,66,130,73,2014-12-16 14:52:39.000,19.7
M,47,17,96,2014-12-17 16:31:44.077,13.7
F,25,175,192,2014-12-17 07:48:30.000,19.8
M,40,82,121,2014-12-18 13:02:30.000,10.4
M,20,50,263,2014-12-18 10:55:33.537,13.1
F,46,235,237,2014-12-18 15:51:15.027,7.4
M,41,34,86,2014-12-19 14:48:20.000,7.9
F,24,31,24,2014-12-19 08:07:48.000,6.7
M,40,58,181,2014-12-20 19:18:25.000,10.3
M,43,72,49,2014-12-21 13:59:29.000,5.4
M,27,65,160,2014-12-22 15:58:06.050,16.0
M,23,160,261,2014-12-22 08:10:43.000,12.6
M,23,174,6,2014-12-23 07:03:01.000,6.5
M,26,202,43,2014-12-23 16:50:38.000,27.8
M,31,180,51,2014-12-24 10:23:47.000,12.4
M,33,13,17,2014-12-26 11:51:44.110,4.7
M,24,27,29,2014-12-27 18:07:28.000,19.5
M,32,83,53,2014-12-29 12:20:43.140,7.6
M,37,216,200,2014-12-29 19:51:34.000,6.7
M,27,28,25,2014-12-30 22:00:43.043,9.6
F,59,77,54,2014-12-30 16:38:23.617,10.9
M,23,10,121,2015-01-01 17:08:23.000,7.6
M,40,242,3,2015-01-02 22:37:07.000,20.4
M,23,83,173,2015-01-03 17:31:17.000,4.9
M,31,10,24,2015-01-04 09:48:19.000,34.3
M,20,174,257,2015-01-05 19:26:04.000,6.4
F,46,13,182,2015-01-05 12:57:13.000,18.5
F,31,13,7,2015-01-06 11:55:08.000,27.6
M,29,54,37,2015-01-07 17:48:53.730,3.1
M,27,210,59,2015-01-07 19:51:41.000,21.1
M,29,116,119,2015-01-07 11:29:53.000,9.5
M,50,34,11,2015-01-08 09:28:42.000,9.7
M,38,8,43,2015-01-08 18:20:29.000,13.5
M,45,22,254,2015-01-09 20:34:07.000,17.0
M,28,1,35,2015-01-09 06:37:14.000,7.2
M,49,250,206,2015-01-10 15:59:40.000,15.1
F,33,256,75,2015-01-11 17:05:05.920,27.5
M,37,205,226,2015-01-12 09:33:51.000,5.5
M,39,17,86,2015-01-12 18:28:58.820,10.7
M,42,101,183,2015-01-12 16:54:39.927,22.9
F,32,83,191,2015-01-13 16:28:02.000,13.8
M,58,267,118,2015-01-13 10:05:58.000,8.3
M,24,261,31,2015-01-14 23:28:10.507,11.5
F,25,27,82,2015-01-14 14:15:09.810,19.6
M,36,61,24,2015-01-14 07:36:42.000,8.8
M,44,62,97,2015-01-15 18:51:58.337,37.1
M,30,142,87,2015-01-15 19:40:47.000,28.1
F,33,127,146,2015-01-15 14:41:04.753,14.2
M,45,248,238,2015-01-16 16:30:10.000,14.8
F,32,194,234,2015-01-16 10:07:42.913,20.4
M,30,179,142,2015-01-16 13:00:12.000,10.9
M,27,256,254,2015-01-17 09:10:03.000,6.0
M,28,52,238,2015-01-18 11:56:27.747,35.2
F,48,37,80,2015-01-19 16:25:54.107,11.8
F,35,2,92,2015-01-19 09:51:52.000,29.2
M,32,151,107,2015-01-19 12:32:12.000,12.5
M,24,85,272,2015-01-20 23:26:53.000,7.6
M,29,43,228,2015-01-20 07:24:46.000,24.2
M,41,65,267,2015-01-21 17:11:49.000,9.6
M,26,96,268,2015-01-21 19:23:25.000,15.2
M,23,182,72,2015-01-21 13:59:58.000,8.1
M,30,217,266,2015-01-22 18:26:02.000,21.8
M,33,275,270,2015-01-22 19:54:17.000,4.8
M,43,30,70,2015-01-22 15:01:46.000,12.9
M,61,3,52,2015-01-23 15:30:20.183,14.0
F,34,257,163,2015-01-23 08:11:16.000,21.1
M,58,101,90,2015-01-23 11:05:53.000,5.1
M,34,113,133,2015-01-24 07:46:42.000,19.2
M,20,195,270,2015-01-25 10:40:42.000,32.5
M,31,24,28,2015-01-26 15:24:49.000,5.0
F,23,43,8,2015-01-26 09:14:34.000,12.3
M,41,154,59,2015-01-26 07:52:35.000,5.1
M,38,117,115,2015-01-27 15:19:13.000,3.4
F,28,20,253,2015-01-27 09:11:08.000,10.6
F,30,30,32,2015-01-27 10:01:20.000,29.1
M,41,115,82,2015-01-28 20:16:33.000,19.1
M,34,99,257,2015-01-28 08:34:00.000,14.4
M,37,173,54,2015-01-28 21:12:57.987,7.9
M,48,23,266,2015-01-29 21:29:31.000,17.1
M,33,107,112,2015-01-29 08:33:55.000,7.7
M,43,58,70,2015-01-30 22:09:36.000,6.0
F,27,1,147,2015-01-30 16:24:05.000,17.8
M,25,212,246,2015-01-30 10:02:41.000,6.0
M,41,70,70,2015-01-31 18:35:52.000,30.9
F,46,15,18,2015-02-01 11:35:02.000,28.4
M,40,71,63,2015-02-02 11:09:02.000,5.2
F,30,46,68,2015-02-03 13:53:11.530,5.9
F,38,21,99,2015-02-03 15:51:18.000,19.7
M,29,10,72,2015-02-04 19:56:50.000,35.8
M,46,12,257,2015-02-04 12:51:48.000,3.4
M,27,24,264,2015-02-04 18:38:39.000,19.5
M,25,239,208,2015-02-05 19:12:54.000,8.6
M,32,270,6,2015-02-05 08:00:57.000,14.7
M,19,88,106,2015-02-05 14:19:34.380,8.4
F,31,29,43,2015-02-06 21:16:04.000,54.0
M,44,171,2,2015-02-06 08:09:17.000,23.7
F,27,4,160,2015-02-06 15:02:43.000,12.9
M,51,191,246,2015-02-07 06:53:13.000,17.9
M,34,18,1,2015-02-08 18:56:53.847,3.4
M,19,273,174,2015-02-09 14:29:08.000,11.3
M,60,60,77,2015-02-09 18:00:59.000,6.0
M,37,8,261,2015-02-09 12:16:50.000,13.7
M,56,44,64,2015-02-10 14:57:50.927,5.9
F,31,147,158,2015-02-10 18:37:55.000,4.0
M,26,113,30,2015-02-10 10:27:41.260,7.4
M,26,207,197,2015-02-11 20:16:50.720,15.4
M,18,79,66,2015-02-11 07:18:51.000,9.5
M,38,224,18,2015-02-12 12:53:26.000,13.1
F,26,204,242,2015-02-12 18:20:12.000,12.5
F,30,154,142,2015-02-12 09:49:37.000,5.7
M,35,46,80,2015-02-13 20:10:43.000,57.1
M,28,155,148,2015-02-13 06:15:39.000,3.7
M,34,41,12,2015-02-14 14:02:18.000,9.3
M,23,24,26,2015-02-15 13:11:44.000,9.8
M,64,233,230,2015-02-16 16:39:40.000,2.7
F,22,193,118,2015-02-16 20:04:25.813,24.8
M,22,36,72,2015-02-16 06:59:27.000,6.3
F,30,261,31,2015-02-17 17:20:59.443,10.7
M,24,72,130,2015-02-17 21:51:53.183,13.8
M,54,95,245,2015-02-17 08:42:04.000,34.5
M,27,231,23,2015-02-18 18:11:47.000,14.1
M,45,6,132,2015-02-18 21:22:28.000,9.7
F,46,438,400,2015-02-18 06:48:35.000,12.7
M,29,302,153,2015-02-19 17:53:23.000,10.0
M,27,172,71,2015-02-19 22:18:40.000,11.1
M,31,208,197,2015-02-19 07:23:28.000,17.6
M,27,64,45,2015-02-20 15:26:40.000,4.8
M,33,30,137,2015-02-20 19:52:48.407,10.4
M,50,116,18,2015-02-20 08:57:18.000,5.5
M,17,323,164,2015-02-21 14:21:47.000,10.5
M,25,143,27,2015-02-21 08:57:45.000,9.4
F,28,260,263,2015-02-22 21:28:33.000,7.4
M,34,62,122,2015-02-23 17:31:39.000,22.6
M,29,46,175,2015-02-23 19:22:45.233,12.3
M,24,45,227,2015-02-23 08:14:58.000,27.1
M,31,253,258,2015-02-24 18:11:19.303,6.4
M,27,271,360,2015-02-24 23:06:34.000,28.4
M,61,1,120,2015-02-24 07:19:47.000,11.7
M,37,118,91,2015-02-25 17:24:20.000,27.0
M,39,190,190,2015-02-25 20:46:41.007,2.5
F,27,213,204,2015-02-25 08:44:31.000,10.3
F,38,243,235,2015-02-25 09:30:49.407,10.5
M,56,122,90,2015-02-26 15:22:10.000,12.5
F,28,217,2,2015-02-26 21:29:39.000,7.8
F,32,113,33,2015-02-26 11:33:00.000,14.2
F,23,271,74,2015-02-27 14:31:04.470,30.1
M,35,212,136,2015-02-27 18:33:51.000,26.4
M,38,35,23,2015-02-27 07:57:20.000,5.0
F,33,205,98,2015-02-28 12:28:43.990,34.0
M,43,272,192,2015-02-28 11:06:36.000,21.5
M,40,205,187,2015-03-01 17:10:35.000,20.2
M,39,249,249,2015-03-02 17:42:14.000,11.9
M,28,124,159,2015-03-02 19:30:25.000,10.9
M,33,107,42,2015-03-02 08:15:53.000,12.4
M,34,261,115,2015-03-03 18:07:25.947,11.0
M,33,254,105,2015-03-03 20:36:54.000,28.5
M,23,154,303,2015-03-03 08:34:50.000,10.2
M,41,179,28,2015-03-03 09:47:53.000,12.8
M,35,86,99,2015-03-04 15:32:38.000,8.9
M,45,209,214,2015-03-04 18:23:10.000,3.4
M,44,35,134,2015-03-04 12:14:27.150,8.0
M,24,4,39,2015-03-05 14:52:12.000,5.3
M,27,224,263,2015-03-05 15:42:35.000,14.9
M,51,403,403,2015-03-05 20:58:39.000,66.5
M,24,145,158,2015-03-05 08:25:10.000,6.0
M,23,26,260,2015-03-06 20:14:22.327,5.1
M,33,211,217,2015-03-06 09:06:11.000,2.3
M,34,16,204,2015-03-06 12:26:26.000,15.9
F,24,276,385,2015-03-07 18:05:41.000,38.9
M,30,58,36,2015-03-08 13:26:15.000,4.3
M,31,27,16,2015-03-08 22:16:46.453,10.0
M,27,163,157,2015-03-09 16:53:26.000,10.2
M,44,97,119,2015-03-09 19:01:15.000,26.9
M,56,18,121,2015-03-09 14:07:57.000,8.4
M,28,174,231,2015-03-10 09:03:58.000,17.1
M,31,131,80,2015-03-10 19:26:04.000,17.2
F,32,135,141,2015-03-10 17:00:37.607,6.0
M,33,259,271,2015-03-11 16:28:33.000,4.2
M,33,243,199,2015-03-11 18:44:30.000,8.6
M,48,409,405,2015-03-11 12:47:34.000,3.7
M,23,261,53,2015-03-12 18:37:05.990,9.5
F,29,217,162,2015-03-12 19:32:58.000,30.7
M,29,27,235,2015-03-12 08:53:31.000,25.8
M,29,64,179,2015-03-13 17:16:20.000,6.5
F,44,10,133,2015-03-13 23:04:16.000,11.2
F,23,124,10,2015-03-13 06:45:12.000,9.2
M,21,206,210,2015-03-13 11:39:22.000,8.2
F,46,213,214,2015-03-14 14:06:26.000,24.4
M,23,61,70,2015-03-15 13:39:18.000,17.3
F,49,236,232,2015-03-16 12:26:46.000,29.9
F,30,237,236,2015-03-17 15:28:13.000,5.5
M,22,256,183,2015-03-17 20:04:27.000,4.5
M,36,83,178,2015-03-17 14:11:03.000,11.5
M,32,235,242,2015-03-18 16:57:52.000,6.5
M,34,85,232,2015-03-18 19:42:55.000,18.0
F,27,106,96,2015-03-18 09:16:14.000,9.8
F,28,30,270,2015-03-18 11:08:30.000,18.9
M,24,20,259,2015-03-19 14:50:48.000,8.6
M,27,431,444,2015-03-19 19:15:37.000,7.4
M,32,119,121,2015-03-19 12:04:25.000,4.6
M,20,52,101,2015-03-20 13:04:08.000,7.9
F,22,176,13,2015-03-20 08:56:00.000,23.4
M,36,363,154,2015-03-20 15:25:12.000,19.4
F,35,82,99,2015-03-21 18:41:00.000,4.6
F,35,30,142,2015-03-21 10:45:04.000,12.8
M,30,257,35,2015-03-22 16:34:25.000,5.9
M,37,1,12,2015-03-22 13:44:33.000,4.4
M,51,77,190,2015-03-23 15:44:20.000,5.9
M,33,271,250,2015-03-23 09:39:24.000,21.0
F,26,127,27,2015-03-23 09:57:55.000,8.2
M,55,26,82,2015-03-24 16:00:55.030,7.6
M,38,284,319,2015-03-24 13:59:46.000,42.2
M,65,352,368,2015-03-24 07:56:10.000,9.3
M,39,84,141,2015-03-25 13:15:15.000,7.3
M,31,210,219,2015-03-25 09:02:13.000,9.1
F,51,265,56,2015-03-25 10:24:17.000,19.8
M,33,271,270,2015-03-26 17:47:10.000,4.5
F,37,52,113,2015-03-26 20:46:27.137,23.0
F,47,372,394,2015-03-26 09:13:06.000,5.2
M,35,174,1,2015-03-26 10:36:15.000,7.8
M,44,208,192,2015-03-27 12:40:04.000,5.5
M,27,42,148,2015-03-27 18:41:38.000,13.2
M,33,163,152,2015-03-27 17:31:15.000,31.8
M,23,15,6,2015-03-28 10:05:31.000,4.5
M,23,139,151,2015-03-29 23:38:05.000,3.9
M,29,185,191,2015-03-30 09:28:09.000,4.5
M,25,25,65,2015-03-30 19:17:02.043,15.3
M,31,53,23,2015-03-30 15:55:11.000,10.0
M,25,9,123,2015-03-31 18:39:04.513,13.9
F,30,30,252,2015-03-31 19:20:51.000,12.1
F,30,286,202,2015-03-31 08:35:55.000,28.0
M,29,126,19,2015-04-01 15:31:08.767,7.6
M,57,128,158,2015-04-01 18:06:14.000,9.8
M,33,374,401,2015-04-01 10:21:23.000,3.2
M,30,183,270,2015-04-02 05:35:00.000,6.0
M,33,49,58,2015-04-03 12:06:10.000,2.9
M,21,268,206,2015-04-04 22:08:42.000,22.4
M,31,138,54,2015-04-05 19:17:34.000,34.4
M,30,4,30,2015-04-06 18:27:36.000,8.0
F,39,46,68,2015-04-06 19:08:55.143,6.8
M,22,250,62,2015-04-06 14:31:15.000,16.4
M,25,168,175,2015-04-07 06:24:14.000,3.1
F,51,20,259,2015-04-07 19:22:44.000,6.8
F,47,78,59,2015-04-07 10:15:33.000,9.4
F,48,54,182,2015-04-07 18:04:26.000,14.2
M,31,355,366,2015-04-08 21:21:40.000,6.2
M,36,39,40,2015-04-08 10:13:01.000,23.4
M,40,161,150,2015-04-08 14:49:37.000,4.1
F,23,31,165,2015-04-09 15:44:04.000,15.8
M,25,2,2,2015-04-09 20:13:59.000,5.6
F,29,51,124,2015-04-09 14:15:21.657,10.7
M,28,115,52,2015-04-10 17:31:58.000,8.6
F,53,300,300,2015-04-10 22:09:54.000,3.4
M,34,60,187,2015-04-10 05:52:49.000,8.8
M,54,259,30,2015-04-10 12:03:47.000,8.6
M,19,271,39,2015-04-11 08:05:59.000,12.9
F,30,211,317,2015-04-12 20:50:50.000,27.0
M,26,106,65,2015-04-12 12:47:31.000,15.5
F,26,139,71,2015-04-13 20:27:14.000,9.7
F,25,73,76,2015-04-13 09:42:57.000,3.4
M,21,68,67,2015-04-13 14:41:14.000,3.0
F,22,206,235,2015-04-14 16:03:32.000,5.7
M,27,265,265,2015-04-14 19:07:57.990,6.2
M,26,291,235,2015-04-14 08:40:24.000,28.1
M,44,146,151,2015-04-14 11:53:12.000,5.1
F,37,132,71,2015-04-15 16:46:59.000,16.6
F,41,64,130,2015-04-15 09:13:41.000,12.3
M,24,59,84,2015-04-15 13:32:52.987,5.8
M,24,46,255,2015-04-16 19:05:56.000,27.7
M,33,41,91,2015-04-16 22:17:11.000,11.7
M,22,260,256,2015-04-16 07:48:12.000,5.6
M,31,24,35,2015-04-16 10:14:54.000,5.6
F,26,242,160,2015-04-17 16:37:48.000,23.9
M,47,217,13,2015-04-17 09:09:01.000,10.2
F,26,331,331,2015-04-17 14:49:48.000,27.1
M,51,171,178,2015-04-18 15:56:46.000,23.9
M,55,80,59,2015-04-18 14:27:50.000,5.9
M,31,170,14,2015-04-19 20:20:32.000,18.7
F,24,114,29,2015-04-20 18:05:04.000,5.9
M,31,270,43,2015-04-20 22:52:59.000,7.7
M,35,21,234,2015-04-20 09:37:20.000,9.9
F,22,257,31,2015-04-20 10:40:37.000,7.5
F,36,172,72,2015-04-21 17:07:06.000,6.1
M,24,204,41,2015-04-21 20:25:44.000,29.2
M,30,36,21,2015-04-21 07:54:48.000,3.3
M,51,87,295,2015-04-22 18:25:04.000,24.8
M,28,85,267,2015-04-22 20:31:47.000,10.7
M,24,36,61,2015-04-22 09:26:45.000,4.3
M,26,82,124,2015-04-22 14:13:04.000,10.7
M,32,99,1,2015-04-23 16:16:40.103,21.8
M,42,275,137,2015-04-23 19:13:23.000,17.3
M,47,274,34,2015-04-23 08:33:02.000,14.7
M,31,74,303,2015-04-23 12:06:02.757,9.8
M,19,417,405,2015-04-24 20:58:33.000,13.3
F,26,194,14,2015-04-24 08:50:51.000,6.6
M,24,259,124,2015-04-24 15:01:08.373,13.2
M,23,12,272,2015-04-25 21:16:41.000,7.9
F,22,150,128,2015-04-25 14:11:16.000,15.8
M,48,320,297,2015-04-26 19:25:05.000,2.5
M,36,41,130,2015-04-27 18:48:53.000,18.4
F,51,112,274,2015-04-27 22:04:09.000,9.2
M,21,362,386,2015-04-27 06:46:09.000,6.5
M,58,19,127,2015-04-27 13:24:30.507,7.8
M,45,54,63,2015-04-28 16:12:39.000,3.1
M,43,135,134,2015-04-28 09:00:16.000,3.9
M,44,24,78,2015-04-28 14:15:24.000,14.5
M,41,9,35,2015-04-29 22:49:12.000,5.1
M,51,316,380,2015-04-29 14:49:59.000,15.1
M,32,320,291,2015-04-29 07:05:36.000,7.5
M,38,30,253,2015-04-30 17:29:20.230,12.2
M,31,45,116,2015-04-30 21:43:18.000,13.6
M,26,183,34,2015-04-30 07:04:59.000,7.3
M,25,136,137,2015-04-30 12:22:11.027,4.4
M,46,258,222,2015-05-01 07:42:13.000,19.4
M,30,257,27,2015-05-02 18:30:26.853,3.5
M,40,163,164,2015-05-03 20:14:46.000,5.8
M,44,134,135,2015-05-04 15:55:59.000,4.7
