,Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
1663,F,26,131,1,2014-06-29 13:27:06.593,15.2
1664,M,33,229,27,2014-06-30 19:32:30.000,32.0
1665,F,27,125,135,2014-06-30 10:15:43.000,4.0
1666,M,34,197,208,2014-07-01 20:45:47.000,11.9
1667,M,39,96,230,2014-07-01 06:34:51.000,30.2
1668,F,25,206,208,2014-07-02 16:57:52.000,8.3
1669,F,50,260,55,2014-07-02 18:51:14.443,7.2
1670,M,41,106,106,2014-07-02 14:18:48.000,20.8
1671,M,39,15,247,2014-07-03 17:09:39.000,6.8
1672,M,22,158,139,2014-07-03 10:16:58.000,8.8
1673,M,67,150,71,2014-07-03 12:43:29.643,6.7
1674,M,32,96,82,2014-07-04 18:28:06.573,3.1
1675,M,43,74,62,2014-07-04 12:39:58.000,3.5
1676,M,31,266,4,2014-07-05 08:37:07.000,15.8
1677,M,33,223,26,2014-07-06 07:13:37.000,14.2
1678,F,48,87,254,2014-07-07 20:44:34.000,40.1
1679,M,32,1,35,2014-07-07 08:41:28.000,6.4
1680,M,26,27,183,2014-07-08 18:20:35.000,13.0
1681,M,37,182,24,2014-07-08 19:39:02.560,15.4
1682,M,37,105,29,2014-07-08 15:04:20.000,23.9
1683,F,32,85,31,2014-07-09 15:23:14.000,5.1
1684,M,48,231,214,2014-07-09 10:36:27.000,7.5
1685,M,36,27,41,2014-07-10 17:21:13.000,6.3
1686,M,42,148,137,2014-07-10 18:43:59.000,5.6
1687,M,48,27,27,2014-07-10 13:58:36.000,13.2
1688,M,30,19,266,2014-07-11 15:48:03.000,15.5
1689,F,41,141,23,2014-07-11 09:14:52.000,10.9
1690,M,39,166,167,2014-07-11 10:20:52.000,2.4
1691,M,43,143,131,2014-07-12 19:43:56.000,8.9
1692,F,33,253,247,2014-07-13 17:59:50.000,4.8
1693,M,42,139,74,2014-07-14 16:47:58.897,10.3
1694,M,34,120,214,2014-07-14 08:10:58.000,32.1
1695,M,40,252,252,2014-07-15 16:35:41.000,5.5
1696,M,24,18,267,2014-07-15 18:39:05.000,17.7
1697,F,36,217,218,2014-07-15 14:29:24.000,3.2
1698,F,23,183,130,2014-07-16 14:09:01.000,15.4
1699,F,22,142,158,2014-07-16 17:47:58.000,7.2
1700,F,25,247,86,2014-07-17 18:34:53.480,24.9
1701,M,42,149,155,2014-07-17 08:32:14.000,4.7
1702,M,36,257,35,2014-07-18 17:48:23.000,7.1
1703,M,45,52,159,2014-07-18 20:25:33.000,34.2
1704,M,29,161,158,2014-07-18 10:47:22.000,7.6
1705,M,64,175,171,2014-07-19 09:27:52.000,2.9
1706,F,44,27,260,2014-07-20 12:41:58.000,56.9
1707,M,41,149,140,2014-07-21 17:27:32.000,5.9
1708,M,46,250,201,2014-07-21 10:31:09.000,13.3
1709,M,68,70,70,2014-07-21 12:48:25.000,22.2
1710,M,49,42,162,2014-07-22 21:14:31.000,9.1
1711,F,23,6,35,2014-07-22 08:20:46.000,8.3
1712,M,53,45,66,2014-07-23 16:11:53.000,8.8
1713,M,33,19,228,2014-07-23 08:52:44.000,21.2
1714,M,47,234,47,2014-07-23 13:43:15.000,15.4
1715,M,32,235,7,2014-07-24 19:31:38.013,17.0
1716,F,46,74,51,2014-07-24 14:29:41.000,8.9
1717,M,36,216,252,2014-07-25 15:28:06.000,12.9
1718,M,60,236,233,2014-07-25 09:29:58.000,6.5
1719,M,29,21,24,2014-07-25 12:06:12.000,3.7
1720,F,26,61,142,2014-07-26 15:09:17.000,21.8
1721,M,32,234,195,2014-07-27 10:40:46.000,28.5
1722,M,27,31,249,2014-07-28 22:58:21.000,18.6
1723,F,26,129,178,2014-07-28 13:37:20.047,22.4
1724,M,43,82,194,2014-07-29 16:49:36.097,18.6
1725,F,37,71,175,2014-07-29 09:45:24.000,10.0
1726,M,58,87,109,2014-07-29 12:34:05.000,15.6
1727,M,32,141,225,2014-07-30 19:35:10.000,21.2
1728,M,50,271,257,2014-07-30 08:33:08.000,13.8
1729,M,51,3,1,2014-07-31 18:33:16.000,7.6
1730,M,57,10,183,2014-07-31 09:22:28.000,6.8
1731,M,23,179,141,2014-07-31 15:13:54.000,11.6
1732,M,49,217,246,2014-08-01 13:15:00.000,5.8
1733,M,33,85,266,2014-08-01 19:02:09.000,20.3
1734,M,29,82,65,2014-08-01 17:15:40.000,5.7
1735,M,23,137,134,2014-08-02 13:22:33.000,5.9
1736,M,21,36,33,2014-08-03 08:07:09.000,6.0
1737,M,19,157,164,2014-08-04 16:12:35.000,3.0
1738,F,43,182,51,2014-08-04 08:03:32.000,11.4
1739,M,24,14,212,2014-08-05 16:29:57.040,17.4
1740,M,27,150,136,2014-08-05 18:28:40.000,5.3
1741,F,54,223,193,2014-08-05 13:13:23.000,19.2
1742,M,32,205,159,2014-08-06 18:33:17.000,23.6
1743,F,23,31,51,2014-08-06 20:10:37.000,14.0
1744,F,26,72,63,2014-08-06 13:39:34.080,6.5
1745,M,50,60,69,2014-08-07 16:38:27.660,7.8
1746,M,37,144,136,2014-08-07 09:49:10.000,5.0
1747,M,53,32,1,2014-08-07 12:38:51.000,12.3
1748,M,36,106,92,2014-08-08 08:33:51.000,9.8
1749,F,37,66,179,2014-08-08 19:28:50.000,8.1
1750,M,25,105,48,2014-08-09 13:15:52.483,11.2
1751,M,26,72,47,2014-08-10 00:12:08.000,17.9
1752,M,41,62,149,2014-08-11 17:23:54.000,11.1
1753,M,39,190,75,2014-08-11 19:23:51.743,5.9
1754,F,50,32,13,2014-08-11 10:56:33.000,5.7
1755,F,35,90,19,2014-08-12 16:44:53.000,16.0
1756,M,30,271,130,2014-08-12 09:29:43.000,13.1
1757,M,28,244,229,2014-08-13 14:46:55.000,16.7
1758,M,31,144,108,2014-08-13 08:24:03.000,10.6
1759,M,30,29,19,2014-08-14 15:09:45.000,10.8
1760,M,28,271,200,2014-08-14 09:57:05.000,18.2
1761,M,57,201,201,2014-08-14 12:47:22.587,29.2
1762,M,18,143,159,2014-08-15 20:55:25.000,6.3
1763,F,28,146,170,2014-08-15 08:32:05.000,14.8
1764,M,30,69,257,2014-08-16 21:37:22.000,32.3
1765,F,23,202,241,2014-08-17 14:38:17.000,6.6
1766,F,52,212,216,2014-08-17 11:33:43.000,8.5
1767,F,36,53,53,2014-08-18 18:09:00.000,26.1
1768,F,27,69,56,2014-08-18 10:20:49.000,6.6
1769,M,35,181,58,2014-08-19 19:50:20.000,6.5
1770,F,33,147,64,2014-08-19 07:10:52.000,7.3
1771,M,30,42,129,2014-08-20 17:11:18.000,3.3
1772,F,24,6,9,2014-08-20 21:38:30.000,4.5
1773,M,38,271,270,2014-08-20 08:31:32.000,18.9
1774,M,44,41,266,2014-08-21 18:57:38.000,7.2
1775,F,21,143,71,2014-08-21 12:00:04.000,11.1
1776,M,39,122,15,2014-08-21 14:54:05.000,36.7
1777,M,23,174,178,2014-08-22 07:09:25.000,22.1
1778,F,30,272,52,2014-08-22 10:12:20.000,11.4
1779,M,31,28,112,2014-08-23 03:32:57.783,541.5
1780,F,33,85,35,2014-08-23 12:05:36.490,10.2
1781,M,27,136,72,2014-08-24 14:05:40.000,8.4
1782,M,23,17,258,2014-08-25 22:39:50.667,10.4
1783,M,42,141,151,2014-08-25 07:26:28.000,3.8
1784,M,23,135,120,2014-08-26 10:43:16.000,9.3
1785,F,24,212,217,2014-08-26 08:49:26.000,2.7
1786,M,43,250,14,2014-08-26 15:12:36.000,8.4
1787,M,29,149,138,2014-08-27 20:19:39.000,5.7
1788,M,34,8,36,2014-08-27 13:05:55.000,13.9
1789,M,61,238,236,2014-08-27 07:09:54.000,8.7
1790,M,16,77,60,2014-08-28 18:47:59.323,10.1
1791,M,30,80,85,2014-08-28 19:35:04.000,28.0
1792,F,21,24,64,2014-08-28 14:44:47.000,11.4
1793,F,38,38,25,2014-08-29 06:49:43.000,7.7
1794,M,48,205,196,2014-08-29 19:43:08.000,6.8
1795,M,57,17,96,2014-08-29 13:19:05.220,16.7
1796,M,27,134,155,2014-08-30 22:02:07.000,13.1
1797,M,34,63,83,2014-08-31 15:17:00.660,4.1
1798,F,26,146,146,2014-09-01 17:02:07.000,8.6
1799,M,44,212,212,2014-09-01 16:55:31.000,20.8
1800,F,25,12,14,2014-09-01 08:50:54.000,8.8
1801,F,33,145,146,2014-09-02 22:13:24.000,6.7
1802,M,30,194,235,2014-09-02 07:59:32.000,11.5
1803,M,34,113,107,2014-09-03 15:34:31.000,6.1
1804,F,32,69,127,2014-09-03 09:53:25.000,82.4
1805,M,40,1,242,2014-09-03 10:32:45.000,18.9
1806,M,32,21,121,2014-09-04 18:21:07.000,9.1
1807,M,40,24,24,2014-09-04 12:11:18.937,8.8
1808,M,41,74,74,2014-09-05 15:59:02.000,18.5
1809,F,27,116,14,2014-09-05 09:47:17.000,17.2
1810,M,21,266,178,2014-09-05 12:19:13.000,28.0
1811,M,46,24,43,2014-09-06 11:10:14.000,12.0
1812,M,39,149,46,2014-09-07 18:33:47.190,21.6
1813,F,32,2,63,2014-09-08 13:08:02.000,15.3
1814,M,38,261,247,2014-09-08 08:04:54.000,6.7
1815,M,43,227,235,2014-09-08 18:03:03.000,3.5
1816,F,30,6,31,2014-09-09 19:44:56.000,12.5
1817,M,22,43,104,2014-09-09 06:44:53.000,8.0
1818,M,27,82,3,2014-09-10 16:13:48.000,9.7
1819,M,32,1,254,2014-09-10 18:59:47.000,13.7
1820,M,40,275,183,2014-09-10 13:33:08.000,17.1
1821,M,39,137,126,2014-09-11 15:00:34.000,5.4
1822,M,43,174,120,2014-09-11 08:38:15.000,11.1
1823,M,49,148,141,2014-09-11 10:01:09.900,4.6
1824,M,30,99,6,2014-09-12 22:41:41.000,18.6
1825,M,21,267,125,2014-09-12 08:41:14.000,10.7
1826,M,22,52,266,2014-09-13 16:03:10.337,10.0
1827,F,28,119,34,2014-09-14 16:46:17.000,5.5
1828,M,24,14,27,2014-09-15 16:39:39.000,7.0
1829,M,67,27,23,2014-09-15 11:13:00.000,5.7
1830,F,32,15,49,2014-09-16 18:01:13.140,9.6
1831,M,57,7,1,2014-09-17 17:37:53.230,43.1
1832,F,59,83,78,2014-09-17 08:55:26.000,4.8
1833,M,36,164,158,2014-09-17 11:53:16.947,29.5
1834,F,53,59,84,2014-09-18 16:33:22.000,5.6
1835,M,36,158,120,2014-09-18 10:06:01.000,12.4
1836,M,31,64,172,2014-09-18 13:02:37.000,25.5
1837,M,32,52,260,2014-09-19 22:30:25.000,3.5
1838,F,35,39,16,2014-09-19 07:57:58.000,4.9
1839,M,26,149,131,2014-09-20 16:13:17.000,8.1
1840,F,26,59,60,2014-09-20 12:16:39.000,9.7
1841,M,45,59,130,2014-09-21 13:32:36.000,9.3
1842,M,34,114,113,2014-09-22 20:29:08.000,16.0
1843,M,64,148,125,2014-09-22 08:12:37.000,10.1
1844,M,57,69,71,2014-09-23 15:02:36.220,3.0
1845,M,33,102,119,2014-09-23 09:09:58.000,19.4
1846,M,31,88,113,2014-09-23 09:55:22.000,11.6
1847,M,44,49,6,2014-09-24 21:13:21.000,14.0
1848,M,30,261,247,2014-09-24 08:41:03.000,7.1
1849,M,55,118,15,2014-09-24 11:46:45.000,9.6
1850,M,26,84,42,2014-09-25 21:39:49.000,10.5
1851,M,34,211,241,2014-09-25 08:31:16.493,13.2
1852,M,56,178,79,2014-09-26 16:45:35.970,5.5
1853,F,23,182,137,2014-09-26 19:16:44.000,19.8
1854,M,25,85,174,2014-09-26 14:09:55.000,4.2
1855,F,66,80,71,2014-09-27 21:21:59.927,3.4
1856,M,28,233,229,2014-09-27 12:55:05.000,5.9
1857,F,40,27,27,2014-09-28 12:52:13.000,38.9
1858,M,22,231,211,2014-09-29 09:01:18.000,3.3
1859,M,53,98,1,2014-09-29 15:38:18.573,17.4
1860,M,36,227,198,2014-09-30 14:50:06.000,5.2
1861,M,32,253,29,2014-09-30 19:05:22.000,20.1
1862,M,32,186,185,2014-09-30 15:56:03.000,3.8
1863,M,34,4,4,2014-10-01 14:58:06.777,19.2
1864,F,38,199,229,2014-10-01 19:54:49.000,19.4
1865,M,30,19,90,2014-10-01 16:30:39.000,42.4
1866,F,27,177,166,2014-10-02 15:46:45.000,5.4
1867,F,29,143,26,2014-10-02 08:58:49.000,20.2
1868,M,24,36,230,2014-10-02 10:25:00.000,16.4
1869,F,20,53,68,2014-10-03 21:28:07.000,3.6
1870,M,36,127,82,2014-10-03 08:10:52.000,14.4
1871,M,29,29,9,2014-10-04 20:55:05.000,15.7
1872,M,18,25,27,2014-10-05 15:10:18.747,11.4
1873,M,22,192,195,2014-10-06 08:48:27.000,4.6
1874,M,56,75,79,2014-10-06 17:39:30.193,3.4
1875,M,24,29,20,2014-10-06 10:54:32.000,7.7
1876,M,29,249,200,2014-10-07 16:02:13.767,10.2
1877,F,28,160,19,2014-10-07 19:23:20.000,7.7
1878,M,32,208,215,2014-10-07 13:44:53.000,6.5
1879,M,34,98,257,2014-10-08 16:01:18.000,20.1
1880,M,41,49,63,2014-10-08 19:02:23.693,4.2
1881,M,30,246,252,2014-10-08 14:48:00.000,5.3
1882,M,24,9,9,2014-10-09 21:19:32.930,7.2
1883,M,26,240,217,2014-10-09 14:27:02.620,24.0
1884,F,29,46,63,2014-10-10 16:30:08.757,8.3
1885,M,25,269,138,2014-10-10 09:55:29.000,18.7
1886,F,44,24,205,2014-10-10 14:57:28.000,18.6
1887,F,38,38,165,2014-10-11 18:35:14.000,19.3
1888,M,21,164,126,2014-10-12 20:16:26.000,25.1
1889,M,24,112,96,2014-10-13 19:12:25.913,7.7
1890,M,41,74,160,2014-10-13 20:56:35.000,17.9
1891,M,28,87,91,2014-10-13 15:45:31.000,7.2
1892,F,26,194,187,2014-10-14 15:19:09.000,18.8
1893,M,36,161,151,2014-10-14 09:05:04.000,5.6
1894,M,24,194,195,2014-10-14 14:28:41.000,10.2
1895,M,29,271,41,2014-10-15 08:22:10.000,5.3
1896,M,33,134,29,2014-10-15 15:19:25.000,19.2
1897,M,54,64,63,2014-10-15 17:41:50.000,8.4
1898,M,54,35,42,2014-10-16 15:53:08.000,4.3
1899,M,56,28,195,2014-10-16 09:12:23.000,8.6
1900,M,41,78,180,2014-10-16 12:24:03.633,4.5
1901,M,29,258,28,2014-10-17 23:29:56.000,8.0
1902,M,44,47,38,2014-10-17 08:16:59.000,4.2
1903,F,20,141,141,2014-10-18 13:51:27.000,9.7
1904,M,45,54,58,2014-10-19 16:12:50.000,39.3
1905,M,33,46,64,2014-10-20 19:14:42.000,8.5
1906,M,66,147,146,2014-10-20 12:52:32.000,4.3
1907,M,68,124,68,2014-10-20 09:26:03.000,14.5
1908,M,25,17,14,2014-10-21 10:05:44.000,3.9
1909,F,25,79,146,2014-10-21 07:16:40.000,7.2
1910,F,62,232,113,2014-10-22 09:21:13.000,28.2
1911,M,29,34,174,2014-10-22 17:02:51.537,17.4
1912,M,24,20,169,2014-10-22 19:37:46.410,17.9
1913,M,24,218,206,2014-10-22 18:47:50.170,11.1
1914,M,43,4,265,2014-10-23 18:54:20.727,18.8
1915,M,60,78,187,2014-10-23 13:47:34.000,7.7
1916,M,33,35,1,2014-10-24 13:05:52.960,7.4
1917,M,31,231,221,2014-10-24 10:49:43.000,5.0
1918,M,49,148,141,2014-10-24 15:45:01.470,16.2
1919,M,45,261,37,2014-10-25 21:15:30.597,3.6
1920,M,32,27,82,2014-10-26 12:15:47.000,23.7
1921,F,24,242,134,2014-10-26 18:11:00.000,31.8
1922,M,30,14,192,2014-10-27 22:19:58.130,11.0
1923,M,35,197,219,2014-10-27 06:51:28.000,5.0
1924,F,24,41,267,2014-10-28 23:08:35.000,12.1
1925,F,27,221,197,2014-10-28 17:35:07.000,8.1
1926,M,27,40,47,2014-10-28 08:19:18.000,2.2
1927,M,30,194,99,2014-10-29 13:55:01.887,26.1
1928,M,32,38,15,2014-10-29 08:10:32.000,5.7
1929,M,37,134,262,2014-10-29 19:56:53.000,28.3
1930,M,31,195,36,2014-10-30 19:58:05.253,11.3
1931,M,41,144,188,2014-10-30 16:24:42.030,20.6
1932,F,57,122,43,2014-10-30 08:29:02.000,9.1
1933,M,30,149,159,2014-10-31 17:37:09.000,3.8
1934,M,30,218,232,2014-10-31 16:05:17.000,16.2
1935,M,35,152,150,2014-10-31 21:50:22.000,8.4
1936,F,18,52,52,2014-11-01 22:25:08.000,3.3
1937,F,31,123,146,2014-11-02 17:48:48.727,14.9
1938,F,44,216,204,2014-11-03 14:43:31.000,4.3
1939,F,28,180,16,2014-11-03 09:28:34.000,16.1
1940,M,24,233,237,2014-11-03 18:33:58.000,3.2
1941,M,25,41,246,2014-11-04 12:01:04.000,23.8
1942,F,53,72,171,2014-11-04 18:48:04.000,8.1
1943,M,48,88,91,2014-11-04 13:00:54.000,4.6
1944,F,24,123,82,2014-11-05 12:23:35.000,12.4
1945,M,40,54,38,2014-11-05 09:58:08.000,7.1
1946,F,26,41,13,2014-11-05 20:27:59.000,14.4
1947,M,36,175,79,2014-11-06 07:01:48.000,6.0
1948,M,26,35,6,2014-11-06 10:46:32.740,5.0
1949,M,28,23,158,2014-11-06 15:54:07.790,19.9
1950,F,26,58,79,2014-11-07 21:18:51.000,4.8
1951,F,28,183,30,2014-11-07 18:44:25.000,11.8
1952,F,41,124,82,2014-11-07 11:45:34.597,10.1
1953,M,49,113,96,2014-11-08 15:50:19.000,15.8
1954,F,24,158,146,2014-11-08 12:59:39.000,10.8
1955,M,38,10,116,2014-11-09 14:11:36.000,29.8
1956,M,31,160,257,2014-11-10 18:20:52.877,7.4
1957,F,37,140,98,2014-11-10 12:24:22.000,10.4
1958,F,27,9,9,2014-11-11 15:28:45.837,4.5
1959,M,39,270,272,2014-11-11 18:43:09.000,4.4
1960,M,25,57,36,2014-11-11 09:33:59.000,4.5
1961,M,46,119,113,2014-11-12 15:58:37.000,3.4
1962,M,24,199,212,2014-11-12 19:28:19.340,8.9
1963,M,30,235,205,2014-11-12 14:57:13.000,11.5
1964,M,30,99,257,2014-11-13 15:27:51.000,16.8
1965,M,24,33,178,2014-11-13 19:38:52.000,12.4
1966,F,32,63,73,2014-11-13 15:31:06.380,36.1
1967,M,37,266,270,2014-11-14 15:31:42.000,4.6
1968,M,29,73,24,2014-11-14 09:44:59.000,12.9
1969,F,40,91,87,2014-11-14 11:06:22.000,7.4
1970,M,31,197,244,2014-11-15 13:39:18.357,4.8
1971,M,24,160,18,2014-11-16 08:43:24.000,7.8
1972,M,37,28,226,2014-11-17 11:31:04.000,7.2
1973,M,33,46,142,2014-11-18 17:12:01.900,10.5
1974,F,35,107,65,2014-11-18 09:58:26.000,10.2
1975,M,39,27,43,2014-11-18 10:51:45.000,9.8
1976,M,38,210,215,2014-11-19 14:55:11.000,4.5
1977,M,35,41,263,2014-11-19 20:11:13.000,5.4
1978,M,21,263,31,2014-11-19 18:36:14.000,12.1
1979,M,22,14,31,2014-11-20 16:22:28.000,8.7
1980,M,56,140,159,2014-11-20 09:32:49.000,7.3
1981,F,45,60,84,2014-11-21 10:16:47.000,8.1
1982,F,34,32,18,2014-11-21 18:40:04.703,8.8
1983,M,23,96,85,2014-11-21 13:56:32.383,13.9
1984,M,28,238,6,2014-11-22 00:01:35.630,14.4
1985,F,29,74,178,2014-11-23 15:29:08.647,14.4
1986,M,25,52,266,2014-11-24 18:07:00.000,13.0
1987,M,24,46,74,2014-11-24 19:03:21.000,6.8
1988,M,28,110,118,2014-11-24 08:19:22.000,10.2
1989,M,28,206,241,2014-11-25 14:23:01.000,7.3
1990,F,27,230,252,2014-11-25 14:11:25.000,10.3
1991,M,51,270,10,2014-11-25 19:11:23.200,32.3
1992,M,51,41,1,2014-11-26 12:38:57.000,11.7
1993,M,39,44,38,2014-11-26 09:32:30.000,3.0
1994,M,43,181,77,2014-11-26 18:09:12.000,1.9
1995,M,41,6,95,2014-11-27 08:03:34.000,21.9
1996,M,30,33,99,2014-11-27 20:09:17.000,10.2
1997,F,51,21,25,2014-11-27 14:04:29.000,8.0
1998,M,30,86,35,2014-11-28 19:24:07.000,6.6
1999,M,27,154,246,2014-11-28 09:03:07.000,20.5
2000,M,45,171,171,2014-11-29 14:54:04.603,19.9
2001,M,51,24,45,2014-11-29 13:00:11.000,25.9
2002,M,33,38,42,2014-11-30 14:30:40.000,33.4
2003,F,39,231,237,2014-12-01 10:46:43.807,5.9
2004,M,37,180,124,2014-12-01 12:38:33.837,15.7
2005,M,41,10,174,2014-12-02 21:27:11.733,8.7
2006,M,30,74,7,2014-12-02 19:58:29.697,15.0
2007,F,40,24,28,2014-12-02 08:29:56.000,3.2
2008,M,30,121,252,2014-12-03 17:33:18.000,12.9
2009,M,21,64,160,2014-12-03 21:00:52.000,21.8
2010,F,25,137,136,2014-12-03 13:54:23.000,6.8
2011,F,26,228,26,2014-12-04 18:24:06.653,20.9
2012,M,35,64,45,2014-12-04 19:16:56.000,4.4
2013,M,33,201,29,2014-12-04 14:32:47.170,17.9
2014,M,33,238,33,2014-12-05 16:25:50.000,13.5
2015,M,33,258,234,2014-12-05 09:33:47.000,16.0
2016,M,36,27,59,2014-12-05 11:59:53.000,13.2
2017,M,28,117,256,2014-12-06 10:54:20.000,6.6
2018,M,28,266,43,2014-12-07 10:39:45.000,7.1
2019,F,24,255,18,2014-12-08 09:45:22.000,14.1
2020,M,33,26,260,2014-12-08 15:02:59.000,4.8
2021,M,39,246,246,2014-12-09 14:03:34.000,35.5
2022,M,38,78,188,2014-12-09 21:27:09.437,14.2
2023,M,29,182,88,2014-12-09 18:04:28.000,34.3
2024,M,37,139,31,2014-12-10 15:46:44.000,7.8
2025,F,31,56,39,2014-12-10 09:03:08.000,4.7
2026,M,47,263,270,2014-12-10 14:43:40.000,3.6
2027,M,33,33,269,2014-12-11 20:01:04.000,14.1
2028,F,18,214,202,2014-12-11 14:34:37.000,4.0
2029,F,28,207,27,2014-12-12 21:04:49.000,14.6
2030,F,50,179,181,2014-12-12 18:18:05.000,6.8
2031,M,45,112,55,2014-12-12 12:16:24.947,7.8
2032,M,52,125,51,2014-12-13 13:54:18.750,9.4
2033,M,25,230,213,2014-12-14 13:39:09.940,6.1
2034,M,38,27,96,2014-12-15 20:23:52.000,11.4
2035,M,30,75,128,2014-12-15 08:41:24.950,11.9
2036,M,37,207,248,2014-12-16 18:31:03.000,6.5
2037,M,46,39,239,2014-12-16 19:26:21.000,15.7
2038,M,66,130,73,2014-12-16 14:52:39.000,19.7
2039,M,47,17,96,2014-12-17 16:31:44.077,13.7
2040,F,25,175,192,2014-12-17 07:48:30.000,19.8
2041,M,40,82,121,2014-12-18 13:02:30.000,10.4
2042,M,20,50,263,2014-12-18 10:55:33.537,13.1
2043,F,46,235,237,2014-12-18 15:51:15.027,7.4
2044,M,41,34,86,2014-12-19 14:48:20.000,7.9
2045,F,24,31,24,2014-12-19 08:07:48.000,6.7
2046,M,40,58,181,2014-12-20 19:18:25.000,10.3
2047,M,43,72,49,2014-12-21 13:59:29.000,5.4
2048,M,27,65,160,2014-12-22 15:58:06.050,16.0
2049,M,23,160,261,2014-12-22 08:10:43.000,12.6
2050,M,23,174,6,2014-12-23 07:03:01.000,6.5
2051,M,26,202,43,2014-12-23 16:50:38.000,27.8
2052,M,31,180,51,2014-12-24 10:23:47.000,12.4
2053,M,33,13,17,2014-12-26 11:51:44.110,4.7
2054,M,24,27,29,2014-12-27 18:07:28.000,19.5
2055,M,32,83,53,2014-12-29 12:20:43.140,7.6
2056,M,37,216,200,2014-12-29 19:51:34.000,6.7
2057,M,27,28,25,2014-12-30 22:00:43.043,9.6
2058,F,59,77,54,2014-12-30 16:38:23.617,10.9
2059,M,23,10,121,2015-01-01 17:08:23.000,7.6
2060,M,40,242,3,2015-01-02 22:37:07.000,20.4
2061,M,23,83,173,2015-01-03 17:31:17.000,4.9
2062,M,31,10,24,2015-01-04 09:48:19.000,34.3
2063,M,20,174,257,2015-01-05 19:26:04.000,6.4
2064,F,46,13,182,2015-01-05 12:57:13.000,18.5
2065,F,31,13,7,2015-01-06 11:55:08.000,27.6
2066,M,29,54,37,2015-01-07 17:48:53.730,3.1
2067,M,27,210,59,2015-01-07 19:51:41.000,21.1
2068,M,29,116,119,2015-01-07 11:29:53.000,9.5
2069,M,50,34,11,2015-01-08 09:28:42.000,9.7
2070,M,38,8,43,2015-01-08 18:20:29.000,13.5
2071,M,45,22,254,2015-01-09 20:34:07.000,17.0
2072,M,28,1,35,2015-01-09 06:37:14.000,7.2
2073,M,49,250,206,2015-01-10 15:59:40.000,15.1
2074,F,33,256,75,2015-01-11 17:05:05.920,27.5
2075,M,37,205,226,2015-01-12 09:33:51.000,5.5
2076,M,39,17,86,2015-01-12 18:28:58.820,10.7
2077,M,42,101,183,2015-01-12 16:54:39.927,22.9
2078,F,32,83,191,2015-01-13 16:28:02.000,13.8
2079,M,58,267,118,2015-01-13 10:05:58.000,8.3
2080,M,24,261,31,2015-01-14 23:28:10.507,11.5
2081,F,25,27,82,2015-01-14 14:15:09.810,19.6
2082,M,36,61,24,2015-01-14 07:36:42.000,8.8
2083,M,44,62,97,2015-01-15 18:51:58.337,37.1
2084,M,30,142,87,2015-01-15 19:40:47.000,28.1
2085,F,33,127,146,2015-01-15 14:41:04.753,14.2
2086,M,45,248,238,2015-01-16 16:30:10.000,14.8
2087,F,32,194,234,2015-01-16 10:07:42.913,20.4
2088,M,30,179,142,2015-01-16 13:00:12.000,10.9
2089,M,27,256,254,2015-01-17 09:10:03.000,6.0
2090,M,28,52,238,2015-01-18 11:56:27.747,35.2
2091,F,48,37,80,2015-01-19 16:25:54.107,11.8
2092,F,35,2,92,2015-01-19 09:51:52.000,29.2
2093,M,32,151,107,2015-01-19 12:32:12.000,12.5
2094,M,24,85,272,2015-01-20 23:26:53.000,7.6
2095,M,29,43,228,2015-01-20 07:24:46.000,24.2
2096,M,41,65,267,2015-01-21 17:11:49.000,9.6
2097,M,26,96,268,2015-01-21 19:23:25.000,15.2
2098,M,23,182,72,2015-01-21 13:59:58.000,8.1
2099,M,30,217,266,2015-01-22 18:26:02.000,21.8
2100,M,33,275,270,2015-01-22 19:54:17.000,4.8
2101,M,43,30,70,2015-01-22 15:01:46.000,12.9
2102,M,61,3,52,2015-01-23 15:30:20.183,14.0
2103,F,34,257,163,2015-01-23 08:11:16.000,21.1
2104,M,58,101,90,2015-01-23 11:05:53.000,5.1
2105,M,34,113,133,2015-01-24 07:46:42.000,19.2
2106,M,20,195,270,2015-01-25 10:40:42.000,32.5
2107,M,31,24,28,2015-01-26 15:24:49.000,5.0
2108,F,23,43,8,2015-01-26 09:14:34.000,12.3
2109,M,41,154,59,2015-01-26 07:52:35.000,5.1
2110,M,38,117,115,2015-01-27 15:19:13.000,3.4
2111,F,28,20,253,2015-01-27 09:11:08.000,10.6
2112,F,30,30,32,2015-01-27 10:01:20.000,29.1
2113,M,41,115,82,2015-01-28 20:16:33.000,19.1
2114,M,34,99,257,2015-01-28 08:34:00.000,14.4
2115,M,37,173,54,2015-01-28 21:12:57.987,7.9
2116,M,48,23,266,2015-01-29 21:29:31.000,17.1
2117,M,33,107,112,2015-01-29 08:33:55.000,7.7
2118,M,43,58,70,2015-01-30 22:09:36.000,6.0
2119,F,27,1,147,2015-01-30 16:24:05.000,17.8
2120,M,25,212,246,2015-01-30 10:02:41.000,6.0
2121,M,41,70,70,2015-01-31 18:35:52.000,30.9
2122,F,46,15,18,2015-02-01 11:35:02.000,28.4
2123,M,40,71,63,2015-02-02 11:09:02.000,5.2
2124,F,30,46,68,2015-02-03 13:53:11.530,5.9
2125,F,38,21,99,2015-02-03 15:51:18.000,19.7
2126,M,29,10,72,2015-02-04 19:56:50.000,35.8
